measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources
"Total no. of pregnancies among women aged 15-44",83430,LA,Louisiana,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",105610,MA,Massachusetts,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",115600,MD,Maryland,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",17010,ME,Maine,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",162450,MI,Michigan,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",93430,MN,Minnesota,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",98310,MO,Missouri,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",50250,MS,Mississippi,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",15820,MT,Montana,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",171720,NC,"North Carolina",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",13950,ND,"North Dakota",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",33460,NE,Nebraska,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",17110,NH,"New Hampshire",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",173210,NJ,"New Jersey",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",32730,NM,"New Mexico",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",53490,NV,Nevada,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",389050,NY,"New York",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",186820,OH,Ohio,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",65520,OK,Oklahoma,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",62200,OR,Oregon,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",202590,PA,Pennsylvania,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",16380,RI,"Rhode Island",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",80960,SC,"South Carolina",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",15380,SD,"South Dakota",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",109390,TN,Tennessee,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",520440,TX,Texas,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",61620,UT,Utah,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",142780,VA,Virginia,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",8040,VT,Vermont,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",124610,WA,Washington,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",86260,WI,Wisconsin,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",25030,WV,"West Virginia",2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
"Total no. of pregnancies among women aged 15-44",9080,WY,Wyoming,2017,n/a,,"Maddow-Zimet I and Kost K, <i>Pregnancies, Births and Abortions in the United States, 1973–2017: National and State Trends by Age</i>, New York: Guttmacher Institute, 2021, https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017., Maddow-Zimet I and Kost K <https://www.guttmacher.org/report/pregnancies-births-abortions-in-united-states-1973-2017>"
